id,address,city,floor,price,rooms,sq,year
17914,Na Ustroniu,Kraków,4,1753290.0,3,7623.0,2022
17915,Na Ustroniu,Kraków,4,659610.0,1,3141.0,2022
17916,Na Ustroniu,Kraków,1,1534080.0,3,9024.0,2022
17917,Grzegórzecka,Kraków,4,1870000.0,3,748.0,2022
17918,Grzegórzecka,Kraków,3,1890000.0,3,757.0,2016
17919,gen. Tadeusza Kościuszki,Kraków,2,2588670.0,4,12327.0,2022
17920,Zygmunta Glogera,Kraków,0,1420000.0,4,994.0,2017
17921,Powstańców,Kraków,4,555000.0,3,53.0,1986
17922,Nowosądecka,Kraków,6,499000.0,2,375.0,1970
17923,Kocmyrzowska,Kraków,0,435000.0,3,4036.0,1970
17924,Nowohucka,Kraków,4,833900.0,3,5572.0,2023
17925,Masarska,Kraków,2,1677655.0,4,8095.0,
17926,Masarska,Kraków,4,948007.0,2,5217.0,
17927,Masarska,Kraków,2,1099958.0,3,6114.0,
17928,Rękawka,Kraków,1,604677.0,1,3803.0,2022
17929,Stanisława Lema,Kraków,1,721990.0,2,467.0,2023
17930,Zwierzyniecka,Kraków,2,545000.0,1,34.0,1863
17931,Stanisława Smolki,Kraków,1,1200000.0,3,80.0,1925
17932,Koletek,Kraków,0,659000.0,2,3755.0,1911
17933,Jana Kasprowicza,Kraków,3,840000.0,2,77.0,1934
17934,Walerego Sławka,Kraków,4,1069001.0,4,8433.0,
17935,Walerego Sławka,Kraków,6,559001.0,2,3897.0,
17936,gen. Leopolda Okulickiego,Kraków,5,550000.0,2,512.0,2010
17937,Wrocławska,Kraków,0,870000.0,3,58.0,2014
17938,Rydlówka,Kraków,3,685314.0,2,4116.0,2024
17939,Rydlówka,Kraków,2,1140161.0,4,7709.0,2024
17940,Rydlówka,Kraków,6,920640.0,4,6576.0,
17941,Republiki Korczakowskiej,Kraków,4,815380.0,3,691.0,
17942,Republiki Korczakowskiej,Kraków,6,526428.0,2,4178.0,
17943,Kuźnicy Kołłątajowskiej,Kraków,2,813276.0,3,7011.0,
17944,Kuźnicy Kołłątajowskiej,Kraków,0,717808.0,2,6409.0,
17945,Bolesława Czerwieńskiego,Kraków,3,1004000.0,3,8149.0,
17946,Laskowa,Kraków,2,849000.0,4,135.0,2003
17947,Stanisława Klimeckiego,Kraków,3,899000.0,3,7651.0,2022
17948,Bolesława Czerwieńskiego,Kraków,1,737000.0,3,5726.0,
17949,Bolesława Czerwieńskiego,Kraków,4,960100.0,4,7039.0,
17950,Wójtowska,Kraków,3,389000.0,1,2363.0,1979
17951,Czerwone Maki,Kraków,4,890000.0,3,6793.0,2018
17952,Mariana Domagały,Kraków,3,479000.0,3,4872.0,2022
17953,Bieżanowska,Kraków,1,548997.0,4,9769.0,1950
17954,28 Lipca 1943 1943,Kraków,1,2990000.0,3,139.0,2021
17955,Leona Petrażyckiego,Kraków,0,809000.0,4,13711.0,2022
17956,Myśliwska,Kraków,0,492000.0,2,4477.0,2023
17957,Mariana Domagały,Kraków,2,496759.0,2,5419.0,
17958,Kantorowicka,Kraków,1,526830.0,3,6198.0,
17959,Masarska,Kraków,4,1100261.0,3,6082.0,
17960,Masarska,Kraków,2,651425.0,1,355.0,
17961,Półłanki,Kraków,2,869417.0,5,10369.0,
17962,Półłanki,Kraków,3,716073.0,4,7467.0,
17963,Kocmyrzowska,Kraków,4,2385427.0,5,14659.0,
17964,Mariana Domagały,Kraków,0,449000.0,2,4576.0,2022
17965,Kalwaryjska,Kraków,1,711822.0,2,3999.0,2025
17966,Krokusowa,Kraków,3,635000.0,2,48.0,2017
17967,Facimiech,Kraków,0,380000.0,1,2664.0,2016
17968,Jana Kurczaba,Kraków,1,550000.0,2,455.0,1970
17969,Na Kozłówce,Kraków,3,420000.0,2,44.0,1968
17970,Malachitowa,Kraków,3,550000.0,3,5451.0,2012
17971,Agatowa,Kraków,3,490000.0,2,38.0,2019
17972,Fryderyka Chopina,Kraków,2,1590000.0,3,1008.0,1920
17973,Celna,Kraków,0,639000.0,2,46.0,1885
17974,Piasta Kołodzieja,Kraków,7,582000.0,2,46.0,2024
17975,Koszykarska,Kraków,2,599000.0,3,585.0,2023
17976,Belwederczyków,Kraków,0,650000.0,3,4792.0,
17977,Babinicza,Kraków,1,550000.0,2,50.0,2009
17978,Szlak,Kraków,1,860000.0,2,5098.0,2009
17979,Szlak 14,Kraków,0,650000.0,2,49.0,1933
17980,Henryka Pachońskiego,Kraków,3,670000.0,4,58.0,2022
17981,Saska,Kraków,0,659691.0,2,4149.0,2023
17982,ks. Józefa Meiera,Kraków,5,899000.0,4,67.0,2023
17983,Wiosenna,Kraków,0,920000.0,3,5197.0,2023
17984,Odrzańska,Kraków,0,611888.0,2,51.0,2015
17985,Poznańska,Kraków,3,860000.0,2,56.0,2009
17986,Armii Krajowej,Kraków,1,1650000.0,5,15111.0,2023
17987,Słowicza,Kraków,4,990000.0,3,82.0,
17988,Masarska,Kraków,1,1669575.0,4,8095.0,
17989,Masarska,Kraków,0,757523.0,2,4129.0,
17990,Półłanki,Kraków,2,870161.0,5,10369.0,
17991,Półłanki,Kraków,2,795456.0,4,875.0,
17992,Półłanki,Kraków,1,540572.0,3,5474.0,
17993,Piasta Kołodzieja,Kraków,6,410286.0,3,3363.0,2023
17994,Przemysłowa,Kraków,0,1100000.0,3,7646.0,2010
17995,Kamionka,Kraków,0,539000.0,2,5778.0,1965
17996,Mogilska,Kraków,2,859000.0,4,7164.0,1996
17997,Potrzask,Kraków,1,640000.0,4,7792.0,2023
17998,bp. Jana Prandoty,Kraków,1,600000.0,2,334.0,2021
17999,Walerego Sławka,Kraków,6,1079001.0,4,8433.0,
18000,Macieja Miechowity,Kraków,4,880000.0,5,9249.0,
18001,Marii Skłodowskiej-Curie,Kraków,0,1650000.0,4,11144.0,1893
18002,Kuźnicy Kołłątajowskiej,Kraków,0,548688.0,2,4899.0,
18003,Kuźnicy Kołłątajowskiej,Kraków,1,811768.0,3,6998.0,
18004,Bolesława Czerwieńskiego,Kraków,2,995000.0,3,8149.0,
18005,Rydlówka,Kraków,2,956288.0,4,7471.0,
18006,Republiki Korczakowskiej,Kraków,6,806620.0,3,6505.0,
18007,Republiki Korczakowskiej,Kraków,5,522250.0,2,4178.0,
18008,Saska,Kraków,1,415616.0,1,3056.0,2024
18009,Saska,Kraków,3,509916.0,2,3863.0,2024
18010,Saska,Kraków,4,350880.0,1,258.0,2024
18011,Saska,Kraków,2,553520.0,2,407.0,2023
18012,Nowohucka,Kraków,5,467228.0,2,3351.0,2020
18013,Saska,Kraków,1,490601.0,2,3863.0,2024
18014,Saska,Kraków,1,393262.0,1,3002.0,2024
18015,Stefana Banacha,Kraków,2,745000.0,3,6646.0,2021
18016,Forteczna,Kraków,1,920920.0,5,80.0,2023
18017,Forteczna,Kraków,0,706662.0,3,57.0,2023
18018,Podbrzezie,Kraków,2,1499000.0,3,6935.0,1880
18019,Mariana Domagały,Kraków,1,497656.0,2,5429.0,
18020,Półłanki,Kraków,2,869597.0,5,10369.0,
18021,Półłanki,Kraków,2,530006.0,3,55.0,
18022,Półłanki,Kraków,2,796164.0,4,875.0,
18023,Półłanki,Kraków,0,417596.0,2,4311.0,
18024,Henryka Pachońskiego,Kraków,8,1250000.0,3,8388.0,2019
18025,Mariana Domagały,Kraków,0,429000.0,2,4568.0,2022
18026,Armii Krajowej,Kraków,1,701838.0,2,4412.0,
18027,Piasta Kołodzieja,Kraków,3,575784.0,3,5816.0,2023
18028,Krokusowa,Kraków,1,493000.0,2,3735.0,2023
18029,Stróża Rybna,Kraków,3,495000.0,2,57.0,
18030,Tadeusza Ptaszyckiego,Kraków,1,627000.0,3,57.0,
18031,Mariana Domagały,Kraków,2,468500.0,3,535.0,2022
18032,Agatowa,Kraków,4,486400.0,3,5304.0,2023
18033,Walerego Sławka,Kraków,2,1049000.0,4,8433.0,
18034,Wojciecha Halczyna,Kraków,2,1380000.0,6,13863.0,1930
18035,Republiki Korczakowskiej,Kraków,8,819630.0,3,6505.0,
18036,Republiki Korczakowskiej,Kraków,9,538962.0,2,4178.0,
18037,Bolesława Czerwieńskiego,Kraków,5,990500.0,3,7381.0,
18038,Kuźnicy Kołłątajowskiej,Kraków,1,800052.0,3,7018.0,
18039,Kuźnicy Kołłątajowskiej,Kraków,1,663488.0,2,5924.0,
18040,Składowa,Kraków,3,990000.0,4,7725.0,
18041,Składowa,Kraków,0,749000.0,3,5736.0,
18042,Długa,Kraków,0,1350000.0,3,949.0,
18043,dr. Jana Piltza,Kraków,3,470457.0,2,4145.0,2024
18044,Wielicka,Kraków,4,268541.0,1,2951.0,2023
18045,Dożynkowa,Kraków,1,618357.0,3,5673.0,
18046,Mariana Domagały,Kraków,1,309000.0,1,2524.0,2023
18047,Kalwaryjska,Kraków,3,727818.0,2,3999.0,2025
18048,Armii Krajowej,Kraków,3,722685.0,2,4412.0,
18049,Nowohucka,Kraków,4,833900.0,3,5572.0,
18050,Na Błonie,Kraków,2,1240320.0,3,608.0,2023
18051,Rzepichy,Kraków,0,1090000.0,3,67.0,2020
18052,Lipska,Kraków,1,585000.0,3,4762.0,2023
18053,Lipska,Kraków,1,695000.0,3,6256.0,2023
18054,Kocmyrzowska,Kraków,0,450672.0,1,3664.0,2024
18055,Łużycka,Kraków,1,569000.0,2,5347.0,2009
18056,Zabłocie,Kraków,5,889000.0,3,6896.0,2022
18057,Józefa Chełmońskiego,Kraków,0,499000.0,2,355.0,2019
18058,Starowiślna,Kraków,3,719000.0,2,542.0,1878
18059,Walerego Sławka,Kraków,0,1049000.0,4,8433.0,
18060,Bolesława Czerwieńskiego,Kraków,2,901200.0,3,7381.0,
18061,Kuźnicy Kołłątajowskiej,Kraków,0,814088.0,3,7018.0,
18062,Kuźnicy Kołłątajowskiej,Kraków,2,675336.0,2,5924.0,
18063,Republiki Korczakowskiej,Kraków,8,790376.0,3,6374.0,
18064,Republiki Korczakowskiej,Kraków,5,522250.0,2,4178.0,
18065,Mariana Domagały,Kraków,0,517815.0,2,5375.0,
18066,Składowa,Kraków,4,1049000.0,4,7725.0,
18067,Składowa,Kraków,0,599000.0,2,4394.0,
18068,Wiktora Heltmana,Kraków,3,1140000.0,3,130.0,2007
18069,św. Wawrzyńca,Kraków,0,1419000.0,2,7275.0,
18070,Republiki Korczakowskiej,Kraków,8,730000.0,3,54.0,2016
18071,Podedworze,Kraków,1,650000.0,2,6519.0,2000
18072,Eljasza Walerego Radzikowskiego,Kraków,3,595000.0,2,55.0,2001
18073,Kalwaryjska,Kraków,3,2937041.0,5,14759.0,2025
18074,Armii Krajowej,Kraków,5,768780.0,2,4634.0,
18075,Tadeusza Ważewskiego,Kraków,1,774320.0,5,9679.0,2024
18076,Cieszyńska,Kraków,2,838736.0,2,4712.0,
18077,Anny Jagiellonki,Kraków,3,580000.0,3,535.0,1964
18078,Myśliwska,Kraków,1,670053.0,3,4497.0,2022
18079,Wincentego Witosa,Kraków,9,667000.0,3,5561.0,2023
18080,Nowohucka,Kraków,3,628000.0,3,6046.0,2023
18081,Studencka,Kraków,1,675000.0,1,21.0,
18082,Tuchowska,Kraków,4,990000.0,4,805.0,2007
18083,Henryka Pachońskiego,Kraków,7,716000.0,4,6575.0,2023
18084,Henryka Pachońskiego,Kraków,0,481500.0,2,3725.0,2023
18085,Tadeusza Ptaszyckiego,Kraków,1,544000.0,3,50.0,2023
18086,Walerego Sławka,Kraków,0,669000.0,3,5601.0,2023
18087,Borkowska,Kraków,3,631000.0,2,47.0,2016
18088,Leonida Teligi,Kraków,3,552000.0,3,481.0,1985
18089,Bajeczna,Kraków,1,849000.0,3,5307.0,2018
18090,Walerego Sławka,Kraków,4,859000.0,4,6879.0,
18091,Starego Dębu,Kraków,3,880000.0,4,74.0,
18092,Rydlówka,Kraków,0,499001.0,3,2533.0,2024
18093,Jakuba Bojki,Kraków,4,480000.0,2,512.0,1985
18094,Zalesie,Kraków,1,679728.0,2,4998.0,
18095,Zalesie,Kraków,4,1331886.0,4,9446.0,
18096,Zalesie,Kraków,4,1556502.0,5,11279.0,
18097,Zalesie,Kraków,1,733114.0,3,5471.0,
18098,Czerwone Maki,Kraków,2,899000.0,4,6732.0,2010
18099,Szlak,Kraków,1,875000.0,3,5098.0,2009
18100,Na Kozłówce,Kraków,4,499000.0,3,501.0,1970
18101,Obozowa,Kraków,0,399999.0,1,271.0,2014
18102,Heleny,Kraków,2,567000.0,3,6302.0,1970
18103,Mieczysława Pszona,Kraków,0,850000.0,3,613.0,2000
18104,Erazma Jerzmanowskiego,Kraków,4,415000.0,2,433.0,1980
18105,Starowiślna,Kraków,4,460000.0,1,25.0,1927
18106,Bolesława Czerwieńskiego,Kraków,2,944600.0,4,7039.0,
18107,Bolesława Czerwieńskiego,Kraków,2,743200.0,3,5726.0,
18108,Walerego Sławka,Kraków,6,869000.0,4,6879.0,
18109,Walerego Sławka,Kraków,8,789000.0,3,5971.0,
18110,Walerego Sławka,Kraków,6,559000.0,2,3871.0,
18111,Dąbska,Kraków,5,680000.0,2,40.0,2016
18112,Krowoderskich Zuchów,Kraków,3,545000.0,3,515.0,1956
18113,Masarska,Kraków,4,1100000.0,2,44.0,2016
18114,gen. Tadeusza Kościuszki,Kraków,5,1300000.0,2,4508.0,2023
18115,gen. Tadeusza Kościuszki,Kraków,1,690000.0,1,3003.0,2023
18116,Bolesława Czerwieńskiego,Kraków,1,893000.0,3,7381.0,
18117,Republiki Korczakowskiej,Kraków,7,784002.0,3,6374.0,
18118,Republiki Korczakowskiej,Kraków,8,534784.0,2,4178.0,
18119,Eljasza Walerego Radzikowskiego,Kraków,3,507000.0,2,42.0,1980
18120,Zalesie,Kraków,4,1550648.0,5,11572.0,
18121,Zalesie,Kraków,1,848100.0,3,6425.0,
18122,Zalesie,Kraków,4,1273392.0,4,8843.0,
18123,Zalesie,Kraków,1,592848.0,2,4296.0,
18124,Republiki Korczakowskiej,Kraków,10,1482991.0,4,10669.0,
18125,Republiki Korczakowskiej,Kraków,1,702995.0,3,6113.0,
18126,Mariana Domagały,Kraków,4,493442.0,2,5382.0,
18127,Chełmska,Kraków,2,806617.0,3,5803.0,2022
18128,Chełmska,Kraków,0,706792.0,3,5197.0,2022
18129,Walerego Sławka,Kraków,0,664000.0,3,5606.0,2023
18130,Podłęska,Kraków,0,500000.0,2,48.0,2004
18131,Zalesie,Kraków,1,796670.0,3,599.0,
18132,Zalesie,Kraków,4,1364598.0,4,9678.0,
18133,Zalesie,Kraków,4,1407603.0,5,9983.0,
18134,Zalesie,Kraków,1,608028.0,2,4406.0,
18135,Kalwaryjska,Kraków,5,1612575.0,4,7167.0,2025
18136,Armii Krajowej,Kraków,4,775112.0,2,4687.0,
18137,Tadeusza Ważewskiego,Kraków,0,607062.0,4,7314.0,2024
18138,Cieszyńska,Kraków,2,814528.0,2,4628.0,
18139,Smoleńsk,Kraków,4,1235750.0,2,4943.0,2023
18140,Młyńska,Kraków,1,429000.0,1,35.0,
18141,Strzelców,Kraków,0,675000.0,3,5223.0,1981
18142,Nowohucka,Kraków,2,599000.0,3,5851.0,2023
18143,Pszczelna,Kraków,0,450000.0,1,30.0,2004
18144,Kazimierza Wielkiego,Kraków,2,900000.0,3,50.0,1975
18145,Siewna,Kraków,3,639000.0,3,561.0,2023
18146,Agatowa,Kraków,2,475000.0,3,5335.0,2022
18147,Rakowicka,Kraków,2,1344000.0,3,64.0,2015
18148,Bolesława Czerwieńskiego,Kraków,0,804000.0,3,6247.0,
18149,Bolesława Czerwieńskiego,Kraków,3,952300.0,4,7039.0,
18150,Kalwaryjska,Kraków,2,1135000.0,2,4969.0,2009
18151,Zalesie,Kraków,1,810901.0,3,6097.0,
18152,Zalesie,Kraków,4,1462800.0,5,106.0,
18153,Zalesie,Kraków,3,601440.0,2,4296.0,
18154,Republiki Korczakowskiej,Kraków,2,709108.0,3,6113.0,
18155,Republiki Korczakowskiej,Kraków,8,503808.0,2,3936.0,
18156,Walerego Sławka,Kraków,1,1019000.0,4,8187.0,
18157,Walerego Sławka,Kraków,5,779000.0,3,5975.0,
18158,Walerego Sławka,Kraków,5,559000.0,2,3871.0,
18159,Republiki Korczakowskiej,Kraków,9,826135.0,3,6505.0,
18160,Republiki Korczakowskiej,Kraków,5,522250.0,2,4178.0,
18161,Bolesława Czerwieńskiego,Kraków,3,857400.0,3,6389.0,
18162,Rzeźnicza,Kraków,4,750000.0,3,6125.0,1950
18163,Mariana Domagały,Kraków,4,493442.0,2,5382.0,
18164,Republiki Korczakowskiej,Kraków,3,513894.0,2,4178.0,
18165,Republiki Korczakowskiej,Kraków,2,686642.0,3,5819.0,
18166,Zalesie,Kraków,4,1489020.0,5,1079.0,
18167,Zalesie,Kraków,4,1321311.0,4,9371.0,
18168,Zalesie,Kraków,1,770735.0,3,5795.0,
18169,Zalesie,Kraków,1,690255.0,2,5113.0,
18170,Armii Krajowej,Kraków,7,790676.0,2,4634.0,
18171,Tadeusza Ważewskiego,Kraków,0,621690.0,4,7314.0,2024
18172,Cieszyńska,Kraków,2,825792.0,2,4692.0,
18173,Estońska,Kraków,0,499000.0,3,53.0,1985
18174,Jerzego Harasymowicza,Kraków,2,899000.0,3,88.0,
18175,Obozowa,Kraków,1,589000.0,2,4931.0,2002
18176,Odlewnicza,Kraków,1,1800000.0,5,15441.0,
18177,Republiki Korczakowskiej,Kraków,7,499872.0,2,3936.0,
18178,Republiki Korczakowskiej,Kraków,1,703647.0,3,5913.0,
18179,Tadeusza Ptaszyckiego,Kraków,2,652855.0,3,5677.0,2023
18180,Powstańców ,Kraków,5,679000.0,3,55.0,2022
18181,Szlak,Kraków,2,950000.0,2,50.0,2009
18182,Składowa,Kraków,4,659000.0,2,4392.0,
18183,Poznańska,Kraków,3,860000.0,2,56.0,2009
18184,Henryka Pachońskiego,Kraków,0,610512.0,2,4225.0,2023
18185,Królowej Jadwigi,Kraków,0,930000.0,3,7084.0,2023
18186,Próchnika,Kraków,10,496000.0,3,54.0,1979
18187,Pokrzywki,Kraków,4,519000.0,2,42.0,1965
18188,Jana Kurczaba,Kraków,0,790000.0,4,6629.0,2012
18189,Henryka Pachońskiego,Kraków,3,595806.0,3,5988.0,
18190,św. Wawrzyńca,Kraków,1,1999000.0,3,7926.0,2017
18191,Walerego Sławka,Kraków,5,869000.0,4,6879.0,
18192,Walerego Sławka,Kraków,4,559000.0,2,3657.0,
18193,Sołtysowska,Kraków,0,649000.0,2,47.0,2022
18194,Mariana Domagały,Kraków,3,470000.0,3,53.0,2022
18195,Ruczaj,Kraków,1,725000.0,3,572.0,2022
18196,Przemysłowa,Kraków,0,1100000.0,3,765.0,2010
18197,Stefana Banacha,Kraków,1,799000.0,3,61.0,2022
18198,Bolesława Orlińskiego,Kraków,4,750000.0,3,54.0,2019
18199,Kuźnicy Kołłątajowskiej,Kraków,5,549000.0,2,426.0,2015
18200,Dworska,Kraków,5,1753290.0,3,7623.0,2022
18201,Bolesława Czerwieńskiego,Kraków,2,850400.0,3,6389.0,
18202,Republiki Korczakowskiej,Kraków,7,813125.0,3,6505.0,
18203,Republiki Korczakowskiej,Kraków,4,518072.0,2,4178.0,
18204,Tadeusza Szafrana,Kraków,2,811449.0,3,5276.0,2024
18205,Tadeusza Szafrana,Kraków,1,544267.0,2,3576.0,2024
18206,Tadeusza Szafrana,Kraków,0,698640.0,2,5001.0,2024
18207,Henryka Pachońskiego,Kraków,2,625000.0,3,5289.0,
18208,Marchołta,Kraków,4,670000.0,2,55.0,2008
18209,Henryka Pachońskiego,Kraków,1,387596.0,1,3064.0,2025
18210,Sołtysowska,Kraków,4,840000.0,3,632.0,2022
18211,Mariana Domagały,Kraków,3,510554.0,3,5294.0,2022
18212,Mariana Domagały,Kraków,2,496759.0,3,5419.0,2022
18213,Piasta Kołodzieja,Kraków,0,481834.0,2,4688.0,2022
18214,Lasówka,Kraków,1,676068.0,3,6378.0,2023
18215,Lasówka,Kraków,1,637696.0,3,6016.0,2023
18216,Wiosenna,Kraków,0,2523216.0,4,11608.0,2023
18217,Wiosenna,Kraków,0,2326040.0,5,1302.0,2023
18218,Zakarczmie,Kraków,1,790000.0,5,13521.0,2023
18219,ks. Wincentego Turka,Kraków,0,369000.0,1,34.0,
18220,Litewska,Kraków,4,619000.0,2,4708.0,1970
18221,Obozowa,Kraków,2,899000.0,3,73.0,2005
18222,Borkowska,Kraków,0,520000.0,2,48.0,2009
18223,dr. Jana Piltza,Kraków,0,494316.0,2,4577.0,2024
18224,Kalwaryjska,Kraków,0,727818.0,2,3999.0,2025
18225,Armii Krajowej,Kraków,2,1207710.0,4,7668.0,
18226,Tadeusza Ważewskiego,Kraków,0,665574.0,4,7314.0,2024
18227,Smoleńsk,Kraków,1,974610.0,1,4641.0,2023
18228,Piaszczysta,Kraków,4,1221870.0,4,9399.0,2024
18229,Piaszczysta,Kraków,4,1130820.0,4,802.0,2024
18230,Piaszczysta,Kraków,4,1350720.0,4,1008.0,2024
18231,Sodowa,Kraków,2,899000.0,3,88.0,2002
18232,Mariana Domagały,Kraków,3,510554.0,2,5294.0,
18233,Jesionowa,Kraków,0,1288000.0,2,56.0,2021
18234,Mieczysława Medweckiego,Kraków,4,825000.0,4,6584.0,1970
18235,Montelupich,Kraków,2,374000.0,1,1603.0,2025
18236,Republiki Korczakowskiej,Kraków,10,1284816.0,3,9048.0,
18237,Kołowa,Kraków,10,1019000.0,2,67.0,2009
18238,św. Tomasza,Kraków,4,2450000.0,4,6734.0,1790
18239,Krakowska,Kraków,2,1780000.0,3,956.0,1880
18240,Mariana Domagały,Kraków,0,485000.0,3,537.0,2022
18241,Dworska,Kraków,1,2120000.0,4,12806.0,2016
18242,Józefa Chełmońskiego,Kraków,1,859000.0,3,7816.0,2008
18243,Leonida Teligi,Kraków,1,584080.0,2,49.0,2024
18244,Kołowa,Kraków,3,970000.0,2,68.0,2010
18245,Berka Joselewicza,Kraków,0,571300.0,2,394.0,
18246,Starowiślna,Kraków,4,600000.0,2,285.0,
18247,Mariana Domagały,Kraków,0,560000.0,3,46.0,2021
18248,Dajwór,Kraków,4,1200000.0,3,84.0,
18249,Augustiańska,Kraków,0,819000.0,3,5578.0,1897
18250,Henryka Pachońskiego,Kraków,4,575000.0,4,525.0,1989
18251,Sołtysowska,Kraków,2,850000.0,4,7426.0,2016
18252,Mikołaja Reja,Kraków,0,569999.0,2,45.0,2001
18253,Heleny,Kraków,4,508500.0,3,6164.0,1980
18254,Jakuba Bojki,Kraków,1,480000.0,2,487.0,1980
18255,Księcia Józefa,Kraków,1,1100000.0,4,85.0,2022
18256,Stanisława Klimeckiego,Kraków,2,869000.0,3,7273.0,
18257,Pana Tadeusza,Kraków,0,449000.0,1,3512.0,2022
18258,Dożynkowa,Kraków,1,617485.0,4,5665.0,2022
18259,Stefana Banacha,Kraków,0,465000.0,2,3263.0,2023
18260,Rydlówka,Kraków,1,686784.0,2,3577.0,2025
18261,prof. Michała Bobrzyńskiego,Kraków,3,619000.0,2,585.0,2005
18262,Jana Sas-Zubrzyckiego,Kraków,9,699000.0,4,744.0,1982
18263,Walerego Sławka,Kraków,2,749000.0,3,5971.0,
18264,Republiki Korczakowskiej,Kraków,7,836110.0,3,691.0,
18265,Republiki Korczakowskiej,Kraków,6,526428.0,2,4178.0,
18266,Bolesława Czerwieńskiego,Kraków,0,905000.0,3,6741.0,
18267,Grzegórzecka,Kraków,7,863008.0,1,4768.0,2023
18268,Grzegórzecka,Kraków,5,815328.0,1,4768.0,2023
18269,Grzegórzecka,Kraków,4,815328.0,1,4768.0,2023
18270,Grzegórzecka,Kraków,4,675675.0,1,3861.0,2023
18271,Grzegórzecka,Kraków,3,633105.0,1,3837.0,2023
18272,Wincentego Weryhy-Darowskiego,Kraków,3,555000.0,2,49.0,
18273,Eljasza Walerego Radzikowskiego,Kraków,3,850000.0,3,7418.0,2010
18274,Grzegórzecka,Kraków,1,599000.0,1,29.0,2021
18275,Aleksandry,Kraków,1,599999.0,2,4882.0,2010
18276,Kazimierza Pużaka,Kraków,0,405000.0,2,38.0,1970
18277,Mała Góra,Kraków,0,549000.0,3,53.0,2011
18278,Stanisława Lema,Kraków,0,693000.0,2,5249.0,2022
18279,Feliksa Konecznego,Kraków,2,669000.0,3,589.0,1999
18280,Śliczna,Kraków,8,599000.0,1,4632.0,2008
18281,Stawowa,Kraków,0,669000.0,2,5247.0,2017
18282,Lipska,Kraków,3,639500.0,3,654.0,1994
18283,Rydlówka,Kraków,3,693938.0,2,3577.0,2023
18284,Rydlówka,Kraków,1,950220.0,3,5279.0,2023
18285,Stefana Banacha,Kraków,0,940000.0,3,707.0,2021
18286,Węgierska,Kraków,1,709000.0,1,44.0,1900
18287,Bagrowa,Kraków,2,662000.0,2,4458.0,2022
18288,Krzywy Zaułek,Kraków,3,499000.0,2,45.0,1960
18289,Wincentego Witosa,Kraków,2,490000.0,2,493.0,
18290,Zachodnia,Kraków,5,869000.0,4,68.0,2010
18291,Królewska,Kraków,4,790000.0,3,65.0,1942
18292,Mariana Domagały,Kraków,1,488890.0,2,5389.0,
18293,Biskupia,Kraków,0,797000.0,3,511.0,2007
18294,Kantorowicka,Kraków,0,415425.0,2,4775.0,
18295,Jana Karola Chodkiewicza,Kraków,2,670000.0,2,529.0,
18296,Armii Krajowej,Kraków,4,731950.0,2,4412.0,
18297,Tadeusza Ważewskiego,Kraków,1,824075.0,5,9695.0,2024
18298,Cieszyńska,Kraków,2,886688.0,2,5038.0,
18299,Smoleńsk,Kraków,3,1119070.0,2,4762.0,2023
18300,Nowohucka,Kraków,5,624800.0,2,3905.0,2023
18301,Piotra Stachiewicza,Kraków,2,480000.0,2,37.0,
18302,Siewna,Kraków,1,617000.0,3,559.0,2023
18303,Królowej Jadwigi,Kraków,1,2385000.0,4,14653.0,2019
18304,Henryka Pachońskiego,Kraków,3,585000.0,3,5071.0,2023
18305,Mogilska,Kraków,5,1128900.0,3,71.0,2023
18306,Lasówka,Kraków,0,649404.0,3,6013.0,2023
18307,Myśliwska,Kraków,1,592000.0,3,5094.0,2023
18308,Facimiech,Kraków,0,669200.0,2,478.0,2022
18309,Stanisława Klimeckiego,Kraków,1,679000.0,2,3966.0,2022
18310,Rydlówka,Kraków,1,597623.0,1,4071.0,2023
18311,Dobrego Pasterza,Kraków,3,549000.0,2,397.0,2004
18312,Śliczna,Kraków,4,699000.0,2,4522.0,2010
18313,Walerego Sławka,Kraków,0,664000.0,3,5606.0,2023
18314,Józefa Ignacego Kraszewskiego,Kraków,0,899000.0,2,53.0,1912
18315,Nawojki,Kraków,1,725000.0,2,51.0,2005
18316,Wojciecha Darasza,Kraków,2,399000.0,2,34.0,
18317,gen. Tadeusza Kościuszki,Kraków,1,799000.0,2,4044.0,2023
18318,Stańczyka,Kraków,4,689000.0,3,5157.0,2008
18319,Koszykarska,Kraków,3,620000.0,2,4507.0,2014
18320,Tyniecka,Kraków,0,975000.0,3,72.0,2010
18321,Szlak,Kraków,5,1498000.0,3,72.0,2008
18322,Piaszczysta,Kraków,3,829945.0,3,6535.0,2024
18323,Krzywda,Kraków,1,549000.0,2,531.0,2000
18324,Zagrody,Kraków,4,970000.0,1,6725.0,1927
18325,Prądnicka,Kraków,1,575000.0,2,5094.0,1960
18326,Na Błonie,Kraków,5,630700.0,3,53.0,1970
18327,prof. Wojciecha Marii Bartla,Kraków,3,639000.0,4,88.0,2008
18328,Tadeusza Ważewskiego,Kraków,0,650946.0,4,7314.0,2024
18329,Cieszyńska,Kraków,2,773459.0,2,4321.0,
18330,Smoleńsk,Kraków,1,999965.0,2,4651.0,2023
18331,Nowohucka,Kraków,0,599000.0,3,5792.0,2023
18332,Wielicka,Kraków,3,428000.0,1,3555.0,2024
18333,Lipska,Kraków,1,694000.0,3,6256.0,2023
